ID,gene,fullname,Subject 1- Haired,Subject 2- Haired,Subject 3- Haired,Subject 4- Haired,Subject 5- Haired,Subject 1- Bald,Subject 2- Bald,Subject 3- Bald,Subject 4- Bald,Subject 5- Bald,Haired,Bald,Haired-Bald,P-values
219052_at,HPS6,"HPS6, biogenesis of lysosomal organelles complex 2 subunit 3(HPS6)",5.6544579396,6.0200792161,5.732498585,5.7974553192,6.049682385,5.7212649182,5.9016630525,5.746639674,5.7285340139,5.9378757466,5.850834689,5.807195481,0.0436392079,0.6455790327
63305_at,PKNOX2,PBX/knotted 1 homeobox 2(PKNOX2),4.1002728586,3.5695178263,3.501938174,3.6109419082,3.7848273491,3.7342592665,3.8163060181,3.493083543,3.5781410867,3.7278784253,3.7134996232,3.6699336679,0.0435659553,0.7309566104
208809_s_at,c6orf62,chromosome 6 open reading frame 62(C6orf62),8.5560006589,8.8172808646,8.6389967364,8.8181407699,8.994904526,8.9817540068,8.6662222272,8.9460711114,8.6233353202,8.3902052919,8.7650647111,8.7215175915,0.0435471197,0.7533557915
218472_s_at,PELO,pelota homolog (Drosophila)(PELO),5.6706480355,6.0010483681,6.4015932657,5.9175240572,5.9551566162,5.2078241502,6.0393750941,6.4511862148,5.8559370151,6.1739143433,5.9891940685,5.9456473635,0.043546705,0.8602238417
209022_at,STAG2,stromal antigen 2(STAG2),8.0104097763,8.8274236898,8.89604747,8.6112428455,8.8786029867,8.1923289184,8.5916836052,8.7539760789,8.6651312247,8.8029085698,8.6447453537,8.6012056794,0.0435396742,0.832090121
220453_at,PQLC2,PQ loop repeat containing 2(PQLC2),2.762829067,2.4852266393,2.4540368823,2.4416800042,2.6111092401,2.6111092401,2.4646098001,2.3917234598,2.450600797,2.6193031315,2.5509763666,2.5074692857,0.0435070809,0.5833092498
208685_x_at,BRD2,bromodomain containing 2(BRD2),8.0788024758,8.3537621559,8.4325295403,8.0120614847,7.6569476427,8.0603995814,8.1377457286,8.3506560939,8.475943417,7.2919213042,8.1068206599,8.063333225,0.0434874349,0.8652981287
209965_s_at,RAD51D,RAD51 paralog D(RAD51D),2.4027919363,2.119771162,2.0885813957,2.1294849142,2.2735393725,2.2568871689,2.125255794,2.0813788306,2.1115111291,2.2217326497,2.2028337561,2.1593531145,0.0434806417,0.5420611083
215672_s_at,AHCYL2,adenosylhomocysteinase like 2(AHCYL2),3.4613944465,3.4976723968,3.2401586015,3.2306427961,3.3033307032,3.5306462318,3.286546451,3.1510823964,3.2195413654,3.328044545,3.3466397888,3.3031721979,0.0434675909,0.6239717227
212772_s_at,abca2,ATP binding cassette subfamily A member 2(ABCA2),4.0933832087,4.0194395015,4.1676569862,4.0017301961,4.1513357287,4.1052114059,3.9852762669,4.2619537081,4.0701889683,3.793710307,4.0867091243,4.0432681312,0.043440993,0.6183372253
201468_s_at,NQO1,NAD(P)H quinone dehydrogenase 1(NQO1),4.8259140196,4.9198797764,4.4207768532,4.7857374937,5.0828332808,4.5611642596,5.3900060923,4.2814471474,4.3202035489,5.2652801055,4.8070282847,4.7636202307,0.043408054,0.8715924278
209033_s_at,DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A(DYRK1A),7.3916712427,7.9752895212,8.3693912759,7.9741008341,8.1248951954,7.7075332114,7.8314996748,8.1325601352,8.0724927974,7.8745173367,7.9670696139,7.9237206311,0.0433489828,0.8148181492
205369_x_at,DBT,dihydrolipoamide branched chain transacylase E2(DBT),5.4676508679,5.858580758,6.0860278343,5.7380502012,5.218099562,5.3809532594,6.0310490826,6.0158505551,5.7301203835,4.9938567927,5.6736818447,5.6303660147,0.04331583,0.8664737793
202209_at,LSM3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated(LSM3)",7.9791206466,8.237989642,8.3082651186,8.5484334264,8.278067105,7.7308905039,8.2923073668,8.1490450064,8.4158107541,8.5473761008,8.2703751877,8.2270859464,0.0432892413,0.8023010359
206590_x_at,DRD2,dopamine receptor D2(DRD2),3.0881076667,3.2807967477,2.7503725034,2.801914993,2.9398240345,3.1948931408,2.8938323595,2.8455277863,2.8774444916,2.8330384269,2.9722031891,2.928947241,0.043255948,0.7235400486
214421_x_at,CYP2C9,cytochrome P450 family 2 subfamily C member 9(CYP2C9),2.7314739892,2.5816704368,2.5517362502,2.6754380717,2.6548211857,2.6648653086,2.5649523518,2.5404365784,2.553850838,2.6548211857,2.6390279867,2.5957852525,0.0432427342,0.3319072709
204768_s_at,FEN1,flap structure-specific endonuclease 1(FEN1),3.9367736991,3.9718629117,3.8816629554,3.9185352671,3.9542189279,3.8865533663,3.9057163412,3.8512663136,3.9353200919,3.8685791122,3.9326107522,3.8894870451,0.0431237072,0.077714527
206920_s_at,GLE1,"GLE1, RNA export mediator(GLE1)",5.0357840928,5.1962590353,5.1181198521,5.2289687999,5.1745851463,5.0013896377,5.4285308906,5.2304230368,5.1181198521,4.7596686772,5.1507433853,5.1076264189,0.0431169664,0.7219440929
214245_at,RPS14,ribosomal protein S14(RPS14),3.2031532223,2.5784327032,2.5735424917,2.6650634424,2.8368054654,2.8960131288,2.6714732565,2.5537846474,2.566406028,2.9538993639,2.771399465,2.7283152849,0.0430841801,0.7730969438
221155_x_at,#N/A,#N/A,5.9782510799,5.2932652655,5.232834944,5.1550250324,5.6252511988,5.9584269707,5.2671968073,5.1670853091,5.2080549506,5.468707446,5.4569255041,5.4138942967,0.0430312074,0.8436801378
208668_x_at,HMGN2,high mobility group nucleosomal binding domain 2(HMGN2),10.2310291287,10.596651941,10.5459004324,10.5620902271,10.6826212249,10.4541154231,10.4607896537,10.5070461471,10.5168258637,10.4648208878,10.5236585908,10.4807195951,0.0429389957,0.5968239375
202217_at,c21orf33,chromosome 21 open reading frame 33(C21orf33),8.4296209015,8.6179157974,8.3273291157,8.5173760956,8.3759637202,8.0915896711,9.0008497,8.326667984,8.2640910559,8.3704134867,8.4536411261,8.4107223795,0.0429187466,0.7994330533
212109_at,HN1L,hematological and neurological expressed 1 like(HN1L),6.0761815268,6.506495154,6.1745080892,6.1693540221,5.9714439988,6.0099687661,6.2002793268,6.1774813309,6.117018413,6.1787375441,6.1795965582,6.1366970761,0.042899482,0.6673352134
50277_at,GGA1,"golgi associated, gamma adaptin ear containing, ARF binding protein 1(GGA1)",6.5899699609,6.9476285228,6.9250789323,6.9215270796,6.5994860685,6.5479106233,7.0501852842,6.8101167767,6.9920509829,6.3690157019,6.7967381128,6.7538558738,0.042882239,0.7878071371
203870_at,USP46,ubiquitin specific peptidase 46(USP46),4.9930303033,5.2565246077,5.675472206,5.3983654211,5.4861853308,5.1989353026,5.2377247736,5.2321408325,5.4059973274,5.5206135265,5.3619155738,5.3190823525,0.0428332213,0.7506226809
200812_at,CCT7,chaperonin containing TCP1 subunit 7(CCT7),7.3696988003,7.9225238692,7.6622356979,7.8642410651,7.5199648511,7.0419081388,7.8975135072,7.7532269801,7.8584266071,7.5736219685,7.6677328567,7.6249394403,0.0427934164,0.8250610186
211665_s_at,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2(SOS2),3.1792653253,3.8352420679,3.6291050154,3.4950948101,2.8414973737,2.9532389182,3.549247512,3.8721477255,3.3969992637,2.9947373803,3.3960409185,3.3532741599,0.0427667586,0.8662671126
216287_at,#N/A,#N/A,2.4060296515,2.1363571095,2.1010042146,2.1207623267,2.2720194554,2.2749270711,2.1210926743,2.0772153071,2.1081410253,2.2410278365,2.2072345515,2.1644807829,0.0427537687,0.5587576929
39817_s_at,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1(DNPH1),5.2443488776,5.0058664077,4.8490085422,4.9951119027,4.733384984,4.6313410442,5.0765062501,5.0145723505,4.8644879769,5.0271270627,4.9655441429,4.9228069369,0.042737206,0.7268370987
211519_s_at,KIF2C,kinesin family member 2C(KIF2C),2.5755911602,2.5334980642,2.4534091919,2.5079252695,2.5120883002,2.5282117255,2.4269776054,2.4380787472,2.4293560281,2.5462516925,2.5165023972,2.4737751597,0.0427272375,0.2288463526
218127_at,NFYB,nuclear transcription factor Y subunit beta(NFYB),6.92980289,7.2601389739,7.3175618504,7.5017263817,7.0815232764,6.823746049,7.2487729507,7.2498956389,7.3880692214,7.1666354157,7.2181506745,7.1754238552,0.0427268193,0.7626179817
221600_s_at,AAMDC,adipogenesis associated Mth938 domain containing(AAMDC),5.7451210566,5.3395205677,5.1250913454,5.208617062,5.1040117652,5.3141463117,5.2001582648,5.2022728571,5.1217875336,5.4704255839,5.3044723594,5.2617581102,0.0427142492,0.7551110123
205514_at,ZNF415,zinc finger protein 415(ZNF415),4.0714453719,4.4122200519,4.3390696679,4.5634774531,4.6702627911,4.4451940022,4.0532069336,3.9548799858,4.3340473355,5.0556415676,4.4112950672,4.3685939649,0.0427011022,0.8503786119
219632_s_at,shpk,sedoheptulokinase(SHPK),2.6135210448,2.2897288997,2.2588695309,2.2632968623,2.3357205985,2.3828356081,2.2691119837,2.2377238865,2.2722839259,2.3856773098,2.3522273872,2.3095265428,0.0427008444,0.577917757
217730_at,MIR6513,microRNA 6513(MIR6513),8.3324183811,8.3324844866,8.5362088988,8.8418289302,8.7064317817,8.6324875117,8.1498389106,8.6179832536,8.5362088988,8.5997117433,8.5498744957,8.5072460636,0.0426284321,0.7618468436
209316_s_at,HBS1L,HBS1 like translational GTPase(HBS1L),5.5288397677,6.5735649402,5.5725856399,7.0399585619,7.4720229636,5.3205556918,6.7649334097,5.8726214496,6.9810151563,7.0352008258,6.4373943747,6.3948653066,0.042529068,0.9364427151
213196_at,ZNF629,zinc finger protein 629(ZNF629),6.2693331779,6.1272616223,5.8563332928,6.0177004551,5.9561141453,6.11801039,5.9614662947,5.8458925694,5.8786682848,6.2101256218,6.0453485387,6.0028326321,0.0425159065,0.6814245472
38037_at,HBEGF,heparin binding EGF like growth factor(HBEGF),5.0357837849,5.8926106194,5.1742710596,5.1168309121,5.3290467941,4.8190907856,6.0633115913,5.0072701015,5.2985515023,5.1477568601,5.309708634,5.2671961682,0.0425124659,0.8758050468
212416_at,SCAMP1,secretory carrier membrane protein 1(SCAMP1),8.535877994,8.7953412988,8.5310542046,8.572883152,8.6716066986,8.4549299107,8.8638998373,8.5209774535,8.2910510877,8.7634578531,8.6213526696,8.5788632285,0.0424894411,0.7228400522
211939_x_at,BTF3,basic transcription factor 3(BTF3),11.7384818529,11.7203424728,11.7478308723,11.7258927072,11.7079197932,11.6573019233,11.543578674,11.7699023751,11.5731157348,11.8841552524,11.7280935397,11.6856107919,0.0424827477,0.5235151391
59437_at,C9orf116,chromosome 9 open reading frame 116(C9orf116),2.524114716,2.1382404215,2.0977828311,2.1322271976,2.2334783797,2.3104118464,2.1311532846,2.107876512,2.124578401,2.2394255387,2.2251687092,2.1826891165,0.0424795927,0.6402399256
218210_at,FN3KRP,fructosamine 3 kinase related protein(FN3KRP),6.6064741199,6.2325928411,6.152900734,6.2294874651,6.3151272762,6.7016293122,6.1836939316,6.0528551484,5.9221490043,6.4642699027,6.3073164872,6.2649194599,0.0423970274,0.8000973106
64486_at,CORO1B,coronin 1B(CORO1B),5.5791563987,6.3653434028,6.1379417987,6.0855648737,5.7138067343,5.6065673037,6.1129878091,6.0602268445,6.2414766808,5.6486560065,5.9763626416,5.9339829289,0.0423797127,0.8319392997
38290_at,RGS14,regulator of G-protein signaling 14(RGS14),5.1232657417,4.6431119134,4.4458337496,4.9585160604,4.9682128459,4.7803558257,4.5477289757,4.5577280534,4.9166499963,5.1249099764,4.8277880622,4.7854745655,0.0423134967,0.8041576588
202550_s_at,VAPB,VAMP associated protein B and C(VAPB),7.1045854403,7.1833528188,7.5618590286,7.3143897391,7.2652261813,6.9964784601,7.2911955692,7.4331348076,7.1817010973,7.3155132477,7.2858826416,7.2436046364,0.0422780052,0.7031187708
210732_s_at,LGALS8,galectin 8(LGALS8),4.2183409314,5.5108999074,6.0033942272,5.7691405014,5.4917035292,3.9045930064,5.5332679268,5.9964228021,5.8697142504,5.4787518258,5.3986958193,5.3565499623,0.042145857,0.9331703383
200990_at,TRIM28,tripartite motif containing 28(TRIM28),8.6275640513,8.7948467584,8.903514951,9.1152345052,8.6117052125,8.4020005466,8.8935041918,9.3097750938,9.0822276688,8.1551256487,8.8105730957,8.7685266299,0.0420464657,0.8616926033
206723_s_at,LPAR2,lysophosphatidic acid receptor 2(LPAR2),2.8944933993,4.7668716959,4.5271991061,4.9556622278,4.43171361,4.1562590718,4.1634948679,4.6200414849,4.2239579777,4.2020194953,4.3151880078,4.2731545795,0.0420334283,0.9140016446
210786_s_at,FLI1,"Fli-1 proto-oncogene, ETS transcription factor(FLI1)",3.8316410616,3.829328594,3.5043463179,3.2319647188,3.5799419729,3.8145920529,3.3298289806,3.1759947776,3.7286880907,3.7180496524,3.595444533,3.5534307108,0.0420138222,0.8096710842
200942_s_at,HSBP1,heat shock factor binding protein 1(HSBP1),7.9083828326,8.4342473225,8.2844441733,8.3796654911,8.1668218759,7.758446965,8.3716696305,8.1898173454,8.2660736358,8.3777488914,8.2347123391,8.1927512936,0.0419610455,0.7831488718
214035_x_at,#N/A,#N/A,8.2909203648,8.3889834813,8.3829035473,8.3764934738,8.2676600903,8.2646208735,8.2046195593,8.167219517,8.3886532229,8.472509298,8.3413921915,8.2995244941,0.0418676974,0.5235395109
206983_at,CCR6,C-C motif chemokine receptor 6(CCR6),4.991940184,3.8416847523,3.6474094963,4.0215549695,4.3903476931,4.2680332398,3.8897250674,4.0922604724,4.3654018835,4.068537884,4.178587419,4.1367917094,0.0417957096,0.8720751715
209305_s_at,GADD45B,growth arrest and DNA damage inducible beta(GADD45B),4.4059093343,4.2004330236,5.667938663,4.3977814034,4.2794653525,4.7860343332,4.4263278293,4.5355911017,5.1353335466,3.8594599444,4.5903055554,4.548549351,0.0417562043,0.9064769548
57082_at,LDLRAP1,low density lipoprotein receptor adaptor protein 1(LDLRAP1),6.1207021612,6.047501527,5.9498856427,5.9686681754,6.076494535,6.2058791489,5.8533587154,6.03585558,5.9421704695,5.9172082445,6.0326504082,5.9908944317,0.0417559766,0.5630020341
209450_at,OSGEP,O-sialoglycoprotein endopeptidase(OSGEP),3.3780006939,3.3762828809,3.246898277,3.4781781045,3.2849601686,3.2944756267,3.2394976397,3.407538617,3.5113502557,3.1029755229,3.352864025,3.3111675324,0.0416964926,0.6201348479
206251_s_at,AVPR1A,arginine vasopressin receptor 1A(AVPR1A),3.1209498978,2.6391600499,2.5874194811,2.6135209505,2.8045586204,2.8591407144,2.6157676995,2.5790274452,2.568058039,2.9354631424,2.7531217999,2.7114914081,0.0416303918,0.7494337454
205777_at,DUSP9,dual specificity phosphatase 9(DUSP9),2.431999081,2.1977785063,2.1730977476,2.1771285736,2.2993103133,2.3151695941,2.1633838596,2.1128987273,2.168868562,2.3112047804,2.2558628444,2.2143051047,0.0415577397,0.5389118736
212219_at,PSME4,proteasome activator subunit 4(PSME4),6.033559996,6.5797769229,6.7392942974,6.8122465532,6.381537241,5.8920485759,6.5187519676,6.6233890246,6.6276514839,6.6769141287,6.5092830021,6.4677510362,0.0415319659,0.842595049
203512_at,TRAPPC3,trafficking protein particle complex 3(TRAPPC3),6.8804417499,6.8491203185,6.6293381127,7.0217207857,6.7338761385,6.6683246703,6.7899115327,6.9006621602,6.8648464135,6.6836558113,6.822899421,6.7814801176,0.0414193035,0.6245995316
212619_at,NEMP1,nuclear envelope integral membrane protein 1(NEMP1),3.0364328237,2.8881493938,2.869646794,2.8954179935,2.9505292002,2.960903468,2.869646794,2.8486332552,2.8192937699,2.9347356915,2.928035241,2.8866425957,0.0413926453,0.3339644137
212840_at,UBXN7,UBX domain protein 7(UBXN7),5.0426227581,5.603245631,6.225191431,5.8773461044,5.5496874969,5.4659979652,5.7359344292,6.2744870694,5.8780072479,4.7369363432,5.6596186843,5.618272611,0.0413460733,0.9010320154
219982_s_at,SERF1B,small EDRK-rich factor 1B(SERF1B),4.8986347602,4.8419383087,5.0121602543,5.1408180758,4.633125608,4.9433709539,4.7541178596,4.5903053545,5.2298939631,4.8031493706,4.9053354014,4.8641675003,0.0411679011,0.7716098297
203064_s_at,FOXK2,forkhead box K2(FOXK2),5.6769925797,5.7843062532,5.8475449917,6.1643983247,5.8805848857,5.3466581816,5.8692188881,5.959352237,6.0227890185,5.950100998,5.870765407,5.8296238646,0.0411415424,0.7874321107
215569_at,gtf2ird2b,GTF2I repeat domain containing 2B(GTF2IRD2B),3.672387888,3.2363254551,3.3109958742,3.2591231623,3.367296133,3.5838404894,3.2181531256,3.2964584352,3.1705755102,3.3715912009,3.3692257025,3.3281237523,0.0411019502,0.7116670919
216012_at,#N/A,#N/A,2.232635801,2.0127876891,1.9545047349,2.0014215803,2.0793960668,2.0942641126,1.9578088714,1.9923685531,1.937390083,2.0936696924,2.0561491744,2.0151002625,0.0410489119,0.504961941
208923_at,CYFIP1,cytoplasmic FMR1 interacting protein 1(CYFIP1),8.6475545909,9.7062886902,9.5747234303,9.5231808461,9.5512326033,8.9001448573,9.5160443096,9.3759548394,9.4177168867,9.5881373671,9.4005960321,9.359599652,0.0409963801,0.8604632751
202251_at,PRPF3,pre-mRNA processing factor 3(PRPF3),5.7224544391,6.0307181124,6.5586980514,6.7593825024,5.8900996697,5.240665724,6.0200133011,6.4363179429,6.5577727709,6.5017697806,6.192270555,6.1513079039,0.0409626511,0.9003738839
209370_s_at,SH3BP2,SH3 domain binding protein 2(SH3BP2),5.2309517244,4.9382169493,4.9347147288,4.9530191496,5.0182398002,5.2773398524,4.9347147288,4.7298007752,4.9264546973,5.0020504603,5.0150284705,4.9740721028,0.0409563677,0.7057671855
216973_s_at,HOXB7,homeobox B7(HOXB7),3.7709125403,3.4542901459,3.4067124386,3.3085175674,3.7188090799,3.6144682755,3.4077040678,3.376315947,3.2315013772,3.8247675477,3.5318483544,3.4909514431,0.0408969114,0.7736000282
217971_at,LAMTOR3,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3(LAMTOR3)",7.6093365578,8.0601017108,8.2695422184,8.1737919478,7.8855847355,7.9314765885,7.9261244625,7.9529538361,7.8260141463,8.157636456,7.999671434,7.9588410979,0.0408303362,0.7591459101
219169_s_at,TFB1M,"transcription factor B1, mitochondrial(TFB1M)",5.1811273643,4.8361892512,4.8782163364,4.8031493706,4.8417401964,4.8417401964,4.819801361,4.8099549934,4.8407482198,5.02438542,4.9080845038,4.8673260381,0.0407584656,0.623640786
202733_at,P4HA2,prolyl 4-hydroxylase subunit alpha 2(P4HA2),4.9039219395,6.2043113379,6.0917768322,6.0147273014,5.971775608,5.5223649636,5.9019946873,5.9724360244,5.8924791879,5.6934461154,5.8373026038,5.7965441957,0.0407584081,0.8748952204
203957_at,E2F6,E2F transcription factor 6(E2F6),3.0241421686,4.0827449909,4.0886921724,3.9193951956,3.3451595973,2.7801093888,3.8200112426,3.9404747119,3.9293736539,3.7866403739,3.6920268249,3.6513218742,0.0407049507,0.8980555289
215067_x_at,PRDX2,peroxiredoxin 2(PRDX2),6.445007146,5.8056830036,5.5246434464,5.6835003299,5.9211907271,6.6784021092,5.5648873513,5.5921114966,5.2997739934,6.0414561198,5.8760049306,5.8353262141,0.0406787165,0.8913224658
208737_at,ATP6V1G1,ATPase H+ transporting V1 subunit G1(ATP6V1G1),8.5534897211,8.894296723,8.6150100186,8.8103430346,8.9203335002,8.3715051961,8.8838236199,8.8558716889,8.7431391724,8.7358044338,8.7586945995,8.7180288222,0.0406657773,0.7387985177
212328_at,LIMCH1,LIM and calponin homology domains 1(LIMCH1),6.698125806,6.9637673728,7.0490775632,7.1996079619,6.5329261106,6.5572444949,6.8352427249,7.1224263133,7.3500060107,6.3754574047,6.8887009629,6.8480753897,0.0406255732,0.8549667906
200973_s_at,TSPAN3,tetraspanin 3(TSPAN3),7.0297495884,8.0918208293,8.5694468881,8.4875075327,8.0170180481,7.3414811959,8.1912048342,8.2243109278,8.3716696305,7.863778789,8.0391085773,7.9984890755,0.0406195018,0.9051503479
202117_at,ARHGAP1,Rho GTPase activating protein 1(ARHGAP1),8.9033835932,9.0881761624,8.8237239843,8.7854970643,8.4711209911,8.4027277186,8.9647388177,8.9414454594,8.9480536596,8.6119377233,8.8143803591,8.7737806757,0.0405996834,0.7957963495
217747_s_at,RPS9,ribosomal protein S9(RPS9),11.4352729703,11.9695962545,11.8113351132,12.0080886733,11.449810348,11.678315489,11.8996831919,11.9292876322,11.8341661635,11.1297189799,11.7348206719,11.6942342913,0.0405863806,0.8384407242
202993_at,ILVBL,ilvB acetolactate synthase like(ILVBL),5.4425722609,7.1369979796,7.1480990678,7.3277040686,6.4151393015,6.2913709356,7.4172753214,7.0382400498,7.0144842906,5.5062731425,6.6941025357,6.653528748,0.0405737877,0.9357398192
203572_s_at,TAF6,TATA-box binding protein associated factor 6(TAF6),6.8377536109,6.7318935505,6.710086766,6.6689183041,6.7301751485,6.7490078427,6.7946691606,6.7955944955,6.615988212,6.5208336251,6.735765476,6.6952186672,0.0405468088,0.5268280389
220158_at,LGALS14,galectin 14(LGALS14),2.782751919,2.4195100373,2.404344569,2.4090033592,2.5008215777,2.5404695849,2.4487505172,2.38134886,2.3998512018,2.5433441079,2.5032862925,2.4627528544,0.0405334381,0.624878016
219635_at,ZNF606,zinc finger protein 606(ZNF606),4.347791922,4.40197772,4.367285438,4.1765123533,4.2562049137,4.2715354877,4.0620615984,4.1630320351,4.5028154501,4.347791922,4.3099544694,4.2694472987,0.0405071708,0.6511816654
218463_s_at,MUS81,MUS81 structure-specific endonuclease subunit(MUS81),5.2617114417,5.5667042083,5.3288163628,5.5845133319,5.0642314401,5.7449882548,5.3313603715,5.2287046554,5.1482855593,5.1501359852,5.361195357,5.3206949652,0.0405003918,0.7914178496
210365_at,LOC100506403,uncharacterized LOC100506403(LOC100506403),3.4474514509,2.789558225,2.7136984539,2.7168705149,2.8804844546,3.0254310625,2.8783700672,2.7115841087,2.7092052627,3.0210365459,2.9096126199,2.8691254094,0.0404872105,0.800033673
215629_s_at,MIR15A,microRNA 15a(MIR15A),4.2621517626,3.5058659109,3.5060640174,3.5545669962,3.9422588794,3.8968613052,3.5324961317,3.4546540358,3.5007777106,4.1843096559,3.7541815133,3.7138197678,0.0403617455,0.8502483076
203875_at,SMARCA1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1(SMARCA1)",3.8880069335,3.8349441637,3.9219054732,3.8251645652,4.2923503484,4.21173266,3.7832698358,3.6506475077,3.795824912,4.1193524416,3.9524742968,3.9121654714,0.0403088254,0.7779167156
203299_s_at,AP1S2,adaptor related protein complex 1 sigma 2 subunit(AP1S2),5.1663911234,5.0175130865,4.824890024,4.9330296371,5.1944085172,5.1294193246,4.9283049383,4.8846591634,4.9021039769,5.0903001643,5.0272464776,4.9869575135,0.0402889641,0.6534350113
219765_at,ZNF329,zinc finger protein 329(ZNF329),4.8304732232,4.590272714,4.8258145726,4.9539767713,4.6078169896,4.7960457366,3.9760252868,4.6572777998,5.1797067005,4.9978543801,4.7616708542,4.7213819808,0.0402888734,0.8579863398
210144_at,TBC1D22A,TBC1 domain family member 22A(TBC1D22A),5.1788471941,5.0837248172,5.1748822712,5.1766338202,4.5007667499,4.1091440553,5.1485166059,5.500657394,5.2548725331,4.9002535262,5.0229709705,4.9826888229,0.0402821476,0.8862152052
216306_x_at,MIR4745,microRNA 4745(MIR4745),8.5981921091,8.5350525389,8.8805848857,9.0732750503,8.4866489773,8.482419637,8.6296456766,9.0275474893,8.9923928689,8.2405665881,8.7147507122,8.674514452,0.0402362603,0.8358803831
207953_at,#N/A,#N/A,4.6941171452,3.649259627,3.4813502256,3.4498302125,3.841816567,4.0311361373,3.6182016479,3.5592584424,3.5488177171,4.1578116761,3.8232747554,3.7830451242,0.0402296313,0.8820492477
219752_at,RASAL1,RAS protein activator like 1(RASAL1),4.7442061522,6.4379697395,5.6710447296,6.2109189061,5.8065085074,5.3473846719,6.4164608496,5.6403498767,5.5310872767,5.7347126004,5.774129607,5.7339990551,0.0401305519,0.9100501889
215883_at,CTNNA1,catenin alpha 1(CTNNA1),2.833765692,2.6865396335,2.7261210271,2.6622220005,2.9019602823,2.8109680547,2.657067615,2.696517363,2.6311642944,2.8146024088,2.7621217271,2.7220639472,0.0400577799,0.5211331544
220537_at,ASB12,ankyrin repeat and SOCS box containing 12(ASB12),2.2048821303,1.9604520291,1.9370598179,1.9311125219,2.0665767132,2.0784710574,1.9538111059,1.9098348805,1.8878961517,2.0700128041,2.0200166425,1.9800051999,0.0400114426,0.5599440001
40612_at,DOPEY1,dopey family member 1(DOPEY1),5.50425872,5.2349700207,5.3911418345,5.23319411,5.8357455954,5.5728869406,5.2065188268,5.1567893561,5.2425653139,5.8205794398,5.4398620561,5.3998679755,0.0399940806,0.8196249678
220873_at,#N/A,#N/A,2.6579928622,2.3427249746,2.2985835398,2.327791108,2.4899514359,2.5023083475,2.331193849,2.2726801676,2.2954119154,2.5155242445,2.4234087841,2.3834237048,0.0399850793,0.6511891495
204393_s_at,ACPP,"acid phosphatase, prostate(ACPP)",8.4132357673,8.4196445617,8.1551930092,8.5379274187,8.9435271446,7.9926350977,8.568456351,8.6307704968,8.3505901529,8.7271811562,8.4939055803,8.4539266509,0.0399789294,0.8329770251
218092_s_at,AGFG1,ArfGAP with FG repeats 1(AGFG1),6.3241803666,6.823878112,6.993241058,6.8516979529,7.0608413826,6.5618701761,6.7137885919,6.9118299733,6.866632317,6.8000894341,6.8107677744,6.7708420985,0.0399256759,0.7877520898
212948_at,CAMTA2,calmodulin binding transcription activator 2(CAMTA2),4.0375462511,3.8726765053,3.8644825292,3.8687118503,3.9178092319,3.910143857,3.7864422571,3.8702315416,3.8644825292,3.9302981238,3.9122452736,3.8723196617,0.0399256118,0.3592619383
213756_s_at,HSF1,heat shock transcription factor 1(HSF1),3.0294286787,2.7865183079,2.7618700421,3.2225806292,2.8787660227,3.0779976524,2.7740953277,2.9630175682,2.7818266305,2.8827308799,2.9358327361,2.8959336117,0.0398991244,0.7087827123
209194_at,cetn2,centrin 2(CETN2),7.2492997937,8.1109845576,8.2728807478,8.2895327658,8.3536301136,7.4636638134,8.4283007048,7.9337578021,7.9494846246,8.3018233821,8.0552655957,8.0154060654,0.0398595303,0.884462925
211949_s_at,NOLC1,nucleolar and coiled-body phosphoprotein 1(NOLC1),5.0631413604,4.9200783093,4.8968840165,4.8970821077,5.1123377456,5.0068411991,4.6947782536,5.0676348451,5.0035703963,4.9175009286,4.9779047079,4.9380651246,0.0398395834,0.6308319933
211559_s_at,CCNG2,cyclin G2(CCNG2),5.7721478221,7.0317818012,6.9629088883,7.0002620282,5.5606253029,6.3494220741,6.7197350262,6.6338977439,6.4574133199,5.9680910747,6.4655451685,6.4257118477,0.0398333208,0.9130650423
218920_at,FAM193B,family with sequence similarity 193 member B(FAM193B),6.4044013708,6.8944507872,6.9357514397,6.7962549746,6.6391839665,6.3391806865,6.6775758934,6.5989406142,6.9149353145,6.9402442874,6.7340085078,6.6941753592,0.0398331486,0.7933693356
202127_at,PRPF4B,pre-mRNA processing factor 4B(PRPF4B),5.0387572667,5.2795200285,5.7981825397,6.0632291753,5.309685742,4.8590526687,5.523487624,5.1352674588,5.5703385418,6.2027571969,5.4978749504,5.458180698,0.0396942524,0.8962166657
202079_s_at,trak1,trafficking kinesin protein 1(TRAK1),5.2591018396,5.4406237017,5.2281098646,5.3508209331,5.2626701169,5.2852694108,5.2817009946,5.3463273187,5.234718199,5.1948718715,5.3082652912,5.2685775589,0.0396877323,0.4186174323
76897_s_at,FKBP15,FK506 binding protein 15(FKBP15),3.4305182534,2.8381436516,2.8690855056,2.8853247507,2.9562782453,3.1160927285,2.8639479627,2.9512890052,2.8969714202,2.952693077,2.9958700813,2.9561988387,0.0396712426,0.746588754
