!Sample_title,Gene_name,Gene_description,Stromal vehicle replicate 1,Stromal vehicle replicate 2,Stromal vehicle replicate 3,Stromal estrogen replicate 1,Stromal estrogen replicate 2,Stromal estrogen replicate 3
A_55_P2000683,Eci2,enoyl-Coenzyme A delta isomerase 2,0.433439653,0.281810361,0.563229361,0.637765784,0.515016428,0.543635994
A_55_P2131607,Trnau1ap,tRNA selenocysteine 1 associated protein 1,0.917621751,1.278236057,0.817931855,0.362732767,0.802623254,0.542891676
A_52_P382914,Trip6,thyroid hormone receptor interactor 6,0.264869884,0.111820221,0.204564386,0.236782654,0,0.542864948
A_55_P2096807,Rbms1,"RNA binding motif, single stranded interacting protein 1",0.828894798,0.889108577,1.020005399,0.55346543,0.937053706,0.542813579
A_55_P2134012,Oxa1l,oxidase assembly 1-like,0,0,0,0,0,0.542614901
A_55_P2274508,4933416E03Rik,RIKEN cDNA 4933416E03 gene,2.007116051,2.626207558,2.825772293,0.433672558,0.040272313,0.542375882
A_51_P506755,Tep1,telomerase associated protein 1,0.380927234,0.412805844,0.869747433,0.569398385,1.059857488,0.54231477
A_51_P224099,Cntrob,"centrobin, centrosomal BRCA2 interacting protein",0,0.684604298,0.30755135,0.730138847,0.49394923,0.542265073
A_55_P2095498,Kcnk4,"potassium channel, subfamily K, member 4",0.361549522,1.459494556,0,0,0.227314901,0.542235738
A_55_P2137616,Treml4,triggering receptor expressed on myeloid cells-like 4,0.499191341,1.280116054,1.182928402,0.004063094,0.871076013,0.542102037
A_55_P2009813,Gm5751,predicted gene 5751,0,0,0.190643607,0,0,0.541962094
A_51_P356822,Vps13c,vacuolar protein sorting 13C (yeast),0.096697078,0.401895931,0.495105725,0,0.580821333,0.541921613
A_51_P455906,Pold4,"polymerase (DNA-directed), delta 4",0.528393485,0.439828247,0.437238979,0.586117204,0.173914424,0.541789229
A_51_P111612,Arrdc4,arrestin domain containing 4,0.729225793,0.421375441,0.879242571,1.002120233,0.647266993,0.541477391
A_55_P2098210,4931406P16Rik,RIKEN cDNA 4931406P16 gene,0.53554803,0.339950482,0.467920147,0.096991116,0.597542979,0.541284439
A_51_P192751,Mrpl14,mitochondrial ribosomal protein L14,0.004359221,0,0,0.340969073,0.130088108,0.541272889
A_55_P1988488,Npc1l1,NPC1-like 1,0.04986889,1.512845443,0.428753492,0.223085768,0.130960077,0.541015299
A_66_P104365,1110021J02Rik,RIKEN cDNA 1110021J02 gene,0.815239585,0.779748744,0.775326901,0.333853398,0.346080543,0.540890429
A_51_P248395,Olfr180,olfactory receptor 180,2.122977458,0.690523959,1.17501838,1.013987866,0.953224037,0.54086937
A_52_P458697,Higd1a,"HIG1 domain family, member 1A",0.688964156,0.628964897,0.686678647,0.392837289,0.700274631,0.540819781
A_55_P1982291,Clca1,chloride channel calcium activated 1,1.753984578,2.015256623,1.72785925,2.198275869,2.146582133,0.540819247
A_55_P2136522,Tmem128,transmembrane protein 128,0.928240264,1.077997633,0.922983302,0.640817372,0.891806124,0.540738672
A_55_P2113091,Dub1a,deubiquitinating enzyme 1a,0.688725682,0.783462592,0.680132771,0.579995089,1.355143241,0.540663631
A_55_P1985495,Gm13196,predicted gene 13196,0.304545598,0.316180745,0.51008176,0.538930298,0.116771236,0.540481648
A_52_P40695,Fut9,fucosyltransferase 9,0,0.151434992,0,0,0,0.540339238
A_52_P10041,Akr1b3,"aldo-keto reductase family 1, member B3 (aldose reductase)",0.573726232,0.721072566,0.657825352,0.337559922,0.219824358,0.540299758
A_51_P437021,Trak1,"trafficking protein, kinesin binding 1",0.790378626,1.156288643,0.83188696,0.31374148,0.905280718,0.540232749
A_55_P2258961,9330184L24Rik,RIKEN cDNA 9330184L24 gene,0.532209993,1.214854349,0.514732795,0.222874368,0.551334283,0.540221154
A_55_P1960351,Cntn1,contactin 1,0,0,0,0.453954577,0.800894983,0.540165347
A_55_P2433438,Tcf12,transcription factor 12,0.421074742,0.680420263,0.411413924,0.836414507,1.502382651,0.540134833
A_51_P331462,Cgrrf1,cell growth regulator with ring finger domain 1,0.802908198,0.470541227,0,1.070777978,0.725698922,0.540042996
A_55_P2038298,Rpl31,ribosomal protein L31,0,0,0.098641404,0.300816105,0.340294629,0.54003866
A_55_P2121877,Gpr137b,G protein-coupled receptor 137B,0.876082258,2.166933262,1.083922565,1.015090951,0.866728847,0.539938095
A_55_P2082961,Fnbp1l,formin binding protein 1-like,1.8000232,0.559969594,0.464327657,0.881002624,0.590222926,0.539882107
A_55_P2024841,Gstt1,"glutathione S-transferase, theta 1",1.032189148,0.838397188,0.857354363,0,0.032832887,0.53941125
A_55_P2058122,Ccbl2,cysteine conjugate-beta lyase 2,0,0,0,0,0,0.539400158
A_55_P2089118,9830147E19Rik,RIKEN cDNA 9830147E19 gene,0.854891128,0,0.835300207,0.517304355,0.544796642,0.539265539
A_55_P1952359,Anapc5,anaphase-promoting complex subunit 5,0.370565483,0.033046841,0.189296903,0.462475792,0.237980563,0.539133435
A_55_P1970474,Tmem67,transmembrane protein 67,0,0.014201941,0,0,1.279337785,0.53912915
A_51_P437608,Tulp3,tubby-like protein 3,0.360147689,0.37956112,0.535225941,0,0.750065233,0.539088935
A_55_P1992174,Tars2,"threonyl-tRNA synthetase 2, mitochondrial (putative)",0.964623106,1.132132278,0.957046397,0.606041392,0.906444942,0.538950203
A_52_P660945,Ctsf,cathepsin F,0.091873628,0.116238609,0,0.2209482,0.111298554,0.538859551
A_52_P105138,Frs2,fibroblast growth factor receptor substrate 2,0.638487805,0.445986598,0.666423532,0.543998471,0.677260759,0.538787031
A_55_P1979427,Il9r,interleukin 9 receptor,1.619717628,1.208968875,0.797435273,1.774044523,0.245351047,0.538699876
A_51_P189733,2810007J24Rik,RIKEN cDNA 2810007J24 gene,0.427171442,0.848381287,0.339785386,0.339299714,0.763506104,0.53867147
A_55_P2019914,Spopl,speckle-type POZ protein-like,0.919205296,1.479134194,1.319400944,0.963393368,1.325828264,0.538582848
A_52_P135707,Creb3,cAMP responsive element binding protein 3,0.4854234,0.518902151,0.46057828,0.378796907,0.334749104,0.538478974
A_55_P2410586,9330156P08Rik,RIKEN cDNA 9330156P08 gene,1.729033204,3.491828318,1.407256177,2.054816198,0.886287218,0.538378846
A_51_P255193,Faf2,Fas associated factor family member 2,0.651821993,0.434515357,0.382885021,0.968877193,0.677196179,0.53831014
A_52_P167114,Recql5,RecQ protein-like 5,0.438271342,1.329501988,0.429803291,1.001407476,1.20412986,0.538109186
A_55_P2052699,Synm,"synemin, intermediate filament protein",1.322537251,3.204292233,2.209388468,1.198718698,1.609746893,0.537855126
A_55_P2091191,Slc28a2,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 2",0.990861493,0.169643453,0,1.281658421,0,0.537470562
A_55_P1999203,Vmn1r217,vomeronasal 1 receptor 217,1.01069861,0.830799755,0.809735997,1.072887206,0.683425961,0.537422121
A_55_P2138475,Olfr923,olfactory receptor 923,0.649945282,0.478495639,0.398304319,0.440914224,0.547906023,0.537415486
A_51_P239203,Mapk13,mitogen-activated protein kinase 13,0,0,0,0,0,0.537302975
A_55_P1989185,Gm6557,predicted gene 6557,0.795763006,0.784017493,0.719882788,0.572788717,0.718811344,0.53718543
A_55_P2000224,Cd63,CD63 antigen,0.314109693,0.316512465,0.44898436,0.390198547,0.509024904,0.537067402
A_51_P375693,Tmem135,transmembrane protein 135,0.51439808,1.347204629,1.142600539,1.120662981,0.851914139,0.537027369
A_55_P2116465,Ptprg,"protein tyrosine phosphatase, receptor type, G",0,1.309036262,0.629566198,0,0,0.536791963
A_55_P1958082,Prpsap2,phosphoribosyl pyrophosphate synthetase-associated protein 2,0.62372324,0.569648379,0.597210085,0.756510718,0.514655775,0.536787853
A_55_P1963758,Odam,"odontogenic, ameloblast asssociated",1.043572868,1.437475674,0.229007343,0.741371232,0.473629705,0.536562967
A_55_P2008349,Prelid1,PRELI domain containing 1,0,0,0,0.254948639,0.092228832,0.536502171
A_55_P2035593,Hsf1,heat shock factor 1,0.66121684,0.818477158,0.626937622,0.928700939,0.692384618,0.53649942
A_55_P1970304,Olfr1061,olfactory receptor 1061,0.94228231,0.570877297,0.494207921,0.601231279,0.617762008,0.536415738
A_51_P486610,Afg3l1,AFG3(ATPase family gene 3)-like 1 (yeast),0,0,0,0.913424348,0.342874099,0.536343117
A_51_P107362,Socs2,suppressor of cytokine signaling 2,0,0,0,0.798088309,0.642846025,0.53627827
A_55_P2054310,M6pr,"mannose-6-phosphate receptor, cation dependent",0.739854911,0.939426237,0.69626482,0.445976711,0.295632843,0.536266017
A_52_P660032,Cpsf2,cleavage and polyadenylation specific factor 2,0.448455614,0.853459439,1.31515737,0.8645073,0.671330559,0.53623295
A_55_P1994957,LOC100503168,uncharacterized LOC100503168,0.107210254,0,0.050560786,0.363256263,0.584795997,0.536218491
A_51_P217395,Cyp2d34,"cytochrome P450, family 2, subfamily d, polypeptide 34",1.463078637,1.890461148,2.239471154,0.19702344,2.168405608,0.535284801
A_51_P487028,Lim2,lens intrinsic membrane protein 2,0.450822831,2.616009777,0,1.380785356,0.779774694,0.53510399
A_55_P2319370,Plekha3,"pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3",0.494898118,0.525315398,0.620495927,0.517717461,0.243479597,0.535085704
A_66_P125257,Cep120,centrosomal protein 120,0,0.712801038,0.634355255,0.04645497,0.482141525,0.534972635
A_65_P18993,Far2,fatty acyl CoA reductase 2,0,0,0,0.935706605,0.974152883,0.534798134
A_55_P2072771,Cd3g,"CD3 antigen, gamma polypeptide",0,0,0,0.2960955,0.415225028,0.534749793
A_55_P2061999,Gm5468,predicted gene 5468,0.207265685,1.35381582,0.657868142,0.415437489,0.138857648,0.534727746
A_55_P1994042,Zbp1,Z-DNA binding protein 1,0.496113226,0.497524198,0.712154491,0.987242131,0.995633827,0.534723236
A_55_P1954544,Zfp446,zinc finger protein 446,0.192296787,0.646123592,0.698580835,0.054836375,0.825490111,0.534628626
A_51_P439996,Gp5,glycoprotein 5 (platelet),0.204256161,0.098161091,0.223957542,0.244747962,0,0.534219425
A_55_P2185950,Bpnt1,bisphosphate 3'-nucleotidase 1,0.512364171,0.504968486,0.376015206,0.577916686,0.190532197,0.534144145
A_51_P441782,Efha1,EF hand domain family A1,0.511843144,0,0,0.415873398,1.042984742,0.534130907
A_55_P1985114,Pogz,pogo transposable element with ZNF domain,0.82914951,0,0,0.741399561,0,0.534043697
A_55_P1985498,Gm13196,predicted gene 13196,0.376080904,0.294269955,0.385882049,0.545966352,0.649990903,0.533783941
A_55_P2014500,N28178,expressed sequence N28178,0.515893892,0.319273262,0,0.974505546,0.463079828,0.53338772
A_51_P220162,Notch3,Notch gene homolog 3 (Drosophila),0.296410389,0.067744216,0,0,0.244120224,0.53316939
A_55_P2061253,Pou4f2,"POU domain, class 4, transcription factor 2",0.623283778,0.525795584,0.157341959,0.323768969,0.020657913,0.533026822
A_52_P358076,Ppp2ca,"protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform",0.577615658,0.750906229,0.806564588,0.374961769,0.594646104,0.533004871
A_66_P121495,Psat1,phosphoserine aminotransferase 1,1.426380156,1.789051188,1.370005565,0.340083473,0.921943121,0.532853418
A_55_P2192729,5830469G19Rik,RIKEN cDNA 5830469G19 gene,0.704946037,0.605595539,1.064183183,0.281197928,0,0.532803059
A_55_P2008740,Fcgr1,"Fc receptor, IgG, high affinity I",0.645875353,0.07968037,0.846794893,0.114164266,0.604432838,0.532776947
A_52_P330540,2610039C10Rik,RIKEN cDNA 2610039C10 gene,0,0,0.360873064,1.492036155,1.463548588,0.532202968
A_51_P349825,1700021F05Rik,RIKEN cDNA 1700021F05 gene,0,0.159920765,0,0.24623283,0,0.532175849
A_55_P2161590,Pramel6,preferentially expressed antigen in melanoma like 6,0.556768808,0.65961474,0.441525181,0.287137067,0.36450821,0.531943541
A_55_P1984073,Gm2629,predicted gene 2629,0.939106896,0.643027581,1.029345178,0.578489135,0.60939002,0.531823483
A_55_P2116889,Hax1,HCLS1 associated X-1,0.578027677,0.813667056,0.931531853,0.167980133,0.338942569,0.531810822
A_55_P2012251,Vmn1r121,vomeronasal 1 receptor 121,0.415654127,0.280373191,0.163139241,0.039533231,0.680631956,0.531738769
A_51_P330452,Olfr1414,olfactory receptor 1414,1.752293613,4.261601594,1.901680134,4.408063646,2.986942338,0.531728467
A_55_P1977548,Mapk1,mitogen-activated protein kinase 1,0.72583557,1.0672327,1.03761049,0,0.648118259,0.531373965
A_55_P2086692,Nfib,nuclear factor I/B,0.95399114,0.968868867,1.001498489,0.578723898,0.679592867,0.531272502
A_55_P2165083,Olfr1042,olfactory receptor 1042,0.448432215,0.529281218,0.316529997,0.566968341,0.50904021,0.53106975
A_55_P1990134,Cox18,COX18 cytochrome c oxidase assembly homolog (S. cerevisiae),0.391725239,0.220553386,0.525052516,0.887858583,0.849894469,0.53085926
A_51_P220837,Olfr786,olfactory receptor 786,0.414431493,0.437267724,1.043676371,0.543185754,1.612245258,0.530792009
A_55_P2065953,Btbd19,BTB (POZ) domain containing 19,0,0,0.066707859,0.199608492,0,0.530746474
A_51_P208580,Gltscr2,glioma tumor suppressor candidate region gene 2,0,0,0,0.731399465,0,0.530463925
A_55_P2136154,Heca,headcase homolog (Drosophila),0.707575996,0.975603597,0.772093167,0.500379937,0.520277176,0.530369864
A_51_P370350,Galnt2,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2,0.344019148,0.316350776,0.323325929,0.225430093,0.452732323,0.530151325
A_55_P1972852,Mcrs1,microspherule protein 1,0,0,0.093457021,0.136709757,0,0.530136633
A_52_P315890,Zfp934,zinc finger protein 934,0.768452743,1.060774065,1.199822261,1.13491259,0.746099907,0.5301281
A_55_P2320308,D15Ertd509e,"DNA segment, Chr 15, ERATO Doi 509, expressed",0,2.546800642,0.471931312,1.321602469,0.2507237,0.529959445
A_55_P2044592,Gm15432,uncharacterized protein C4orf3 homolog pseudogene,0.468409562,0.57399037,0.622461869,0.464076465,0.318750453,0.529951723
A_55_P2075090,Gm7257,predicted gene 7257,0.504136783,0.364133752,0.426009621,0.231934053,0.020909813,0.529858465
A_51_P225525,Gm9079,transmembrane emp24 domain trafficking protein 2 pseudogene,0.373771334,0.319999485,0.618315307,0.43983756,0.708980285,0.529749304
A_55_P2166572,Strbp,spermatid perinuclear RNA binding protein,0,1.153975748,1.143054483,1.123234554,1.371076403,0.529557921
A_55_P1987590,Glcci1,glucocorticoid induced transcript 1,0,0,0,0,0,0.5294047
A_51_P110395,Setd2,SET domain containing 2,0.724294261,0.896441797,1.044348553,0.683567801,0.622230544,0.529377418
A_55_P2099881,Gm10461,predicted gene 10461,0,0,0,0,0,0.529122875
A_66_P139694,Mppe1,metallophosphoesterase 1,0.664784864,0.31843021,0,0.880640762,0.946522725,0.52902363
A_55_P1999306,Ssxb10,"synovial sarcoma, X member B, breakpoint 10",0,0,0,0,0,0.528878362
A_55_P1952850,Gm11686,predicted gene 11686,0.177819771,0.409702905,0.506295449,0.377327245,0.85267791,0.528750932
A_55_P2153862,Irak1,interleukin-1 receptor-associated kinase 1,0.789140156,0.554219973,0.598131894,0.955872051,1.249419844,0.528723643
A_55_P2031302,Zfp597,zinc finger protein 597,1.08718361,2.037729611,1.417400917,1.281442837,1.3004153,0.528606654
A_55_P1975535,Nutf2,nuclear transport factor 2,0.082250501,0.283691389,0,0.128840767,0.390392743,0.528589491
A_55_P2007447,Abhd3,abhydrolase domain containing 3,0,0,0,0,0,0.528547631
A_55_P2152387,Wwox,WW domain-containing oxidoreductase,0.664603487,0.589850196,0.666886345,0.596646696,0.798428519,0.528514956
A_55_P2044902,Gpr81,G protein-coupled receptor 81,2.462855117,1.971298479,0.875167551,0.430578212,1.169128926,0.528456105
A_55_P2092073,Taf11,"TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor",0.539420638,0.698237724,0.433624398,0.480201325,0.319462227,0.528381012
A_55_P2120977,Olfr1014,olfactory receptor 1014,0,0.418069798,0.125935638,0.406132877,0.223125152,0.528329553
A_51_P458866,F11r,F11 receptor,0.731870893,0.540041151,1.073352533,0.689569362,0.655097786,0.528327746
A_51_P314487,Polr3h,polymerase (RNA) III (DNA directed) polypeptide H,0,0,0,0,0.33289156,0.52826449
A_52_P336290,Rap2a,RAS related protein 2a,0.507483486,0.150536914,0.421640681,0.51424007,0.605181121,0.528143398
A_55_P2123519,Olfr819,olfactory receptor 819,0.238816899,0.149521988,0.37757525,0.34841552,0,0.527832293
A_55_P1984119,Gfra4,glial cell line derived neurotrophic factor family receptor alpha 4,0,0.640561421,0,0,0.581430592,0.527485288
A_51_P181746,Zfyve1,"zinc finger, FYVE domain containing 1",0.358643964,0.291288199,0,0.015460502,0.133564149,0.527187941
A_55_P1961894,Fbxw11,F-box and WD-40 domain protein 11,0.961621615,1.133934951,1.057185426,0.727306978,0.94322234,0.527177484
A_55_P2091284,Ltbp3,latent transforming growth factor beta binding protein 3,0,0,0,0.513126591,0.51143372,0.527166034
A_55_P1974917,Olfr368,olfactory receptor 368,0.410328402,0.34136214,0.291317484,0.006754495,0.544746229,0.527129608
A_52_P329054,Cep70,centrosomal protein 70,0.075695022,0,0.160310662,0.239920063,0,0.527101838
A_55_P2147200,Ttc37,tetratricopeptide repeat domain 37,1.377340324,0,0,1.04345033,0,0.526987428
A_55_P2070843,Cdh17,cadherin 17,0.104650044,0,1.087880503,0,0.116695153,0.526962629
A_51_P405668,5-Mar,membrane-associated ring finger (C3HC4) 5,0.22759949,0.279255573,0.563972984,0.202574683,0.455445495,0.526857527
A_51_P338878,P2ry12,"purinergic receptor P2Y, G-protein coupled 12",0.647101668,0.901274733,1.74920763,1.43875208,1.831401069,0.526806014
A_55_P1976077,1700071K01Rik,RIKEN cDNA 1700071K01 gene,0,0,0,0.576622806,0.589085481,0.526739354
A_55_P1956083,Gpr68,G protein-coupled receptor 68,0,0,0.39882552,0.445402215,0,0.526620078
A_55_P2103746,Cdh12,cadherin 12,0.227902308,0.025011026,0,0.28967334,0.536644739,0.526601651
A_51_P318551,Nle1,notchless homolog 1 (Drosophila),0.294755472,0,0.096786712,0.731955158,0.719266938,0.526490013
A_52_P123400,1110034A24Rik,RIKEN cDNA 1110034A24 gene,0,0.41824575,0.569884579,0.633689901,0.230096558,0.526454751
A_55_P2036337,Ifnar1,interferon (alpha and beta) receptor 1,0.439738821,0,0,0.544156697,0.364553947,0.526431072
A_55_P2058335,Insm2,insulinoma-associated 2,4.004366987,0.880330019,0.735068188,0.931282142,0.578415057,0.526428881
A_55_P2106250,Trappc6a,trafficking protein particle complex 6A,0,0,0,0.149194666,0,0.526356157
A_55_P2029630,Mpdu1,mannose-P-dolichol utilization defect 1,0.846091626,0.850822373,0.804669514,0.785936052,0.074953729,0.526282748
A_55_P2042953,Acd,adrenocortical dysplasia,0.339086647,0.361566024,0,0.272835251,0,0.526154008
A_52_P246753,Chmp5,charged multivesicular body protein 5,0.178999626,0.153085342,0.351806841,0.237352766,0.120301336,0.526115934
A_51_P151576,Gp1bb,"glycoprotein Ib, beta polypeptide",0,0,0,0.779072127,0,0.526091405
A_55_P2075909,Vmn1r12,vomeronasal 1 receptor 12,0.65415526,0.261836124,0.973810022,0.162320237,0.258765735,0.526086984
A_51_P469053,Mfsd4,major facilitator superfamily domain containing 4,0,0,0,0.77589148,1.316563034,0.525998863
A_55_P2030209,Cir1,"corepressor interacting with RBPJ, 1",0.393111203,0.771168819,0.736298786,0.131128695,1.057712251,0.525870217
A_51_P419439,Gnmt,glycine N-methyltransferase,1.734692964,1.839456276,0,2.130154245,0,0.525837845
A_66_P115474,C130046B21Rik,RIKEN cDNA C130046B21 gene,0.390105129,0.21985167,0.117269003,0.287898102,0.311936587,0.525484459
A_52_P52128,Leo1,"Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",0.954028959,0.724561368,0.323656025,0.803455023,0.354791015,0.525480571
A_52_P375435,4932425I24Rik,RIKEN cDNA 4932425I24 gene,0.025495136,0.153033031,0,0,0.887323408,0.525436011
A_55_P2063266,Piga,"phosphatidylinositol glycan anchor biosynthesis, class A",0.639653855,0.313807551,0.80300755,0.232580032,0.183529017,0.524770891
A_51_P517001,D130040H23Rik,RIKEN cDNA D130040H23 gene,0.404166974,0,0.355619897,0,0.128329217,0.52462934
A_52_P395242,Map2k6,mitogen-activated protein kinase kinase 6,0.781860059,2.222993509,2.745942468,0,0.266696816,0.524536342
A_55_P1961059,Usp16,ubiquitin specific peptidase 16,0.465402699,0.605983241,0.910323885,0.217272679,0.26240307,0.524439272
A_55_P2067161,Usp26,ubiquitin specific peptidase 26,0.476651821,0.480241873,1.140136267,0.501108765,0.318942297,0.524427121
A_66_P140408,D8Ertd738e,"DNA segment, Chr 8, ERATO Doi 738, expressed",0.345224122,0.401956486,0,0.533829308,0.593425624,0.524102197
A_55_P1964477,Srsf1,serine/arginine-rich splicing factor 1,0.860141087,0.810188939,0.727108466,0.780547129,1.02949704,0.524088203
A_51_P161874,Med30,mediator complex subunit 30,0.335154793,0.370091201,0.636279301,0.056389681,0.563649993,0.524073609
A_55_P2031836,Gpr85,G protein-coupled receptor 85,0,0.798558002,0.013997796,0.077074323,1.31106443,0.524046184
A_51_P201904,Ndufb5,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5",0.062782408,0,0,0.131133048,0,0.524034564
A_55_P1978246,4930519F16Rik,RIKEN cDNA 4930519F16 gene,0,0.363862686,0.29998642,0.031771566,0,0.523971286
A_55_P2241015,1190001M18Rik,RIKEN cDNA 1190001M18 gene,0,0,0,0,0,0.523902162
A_55_P2122898,Rnf25,ring finger protein 25,0.387815507,0.415510651,0.080313664,0.342780424,0.455913439,0.523825349
A_55_P2100108,Zfp148,zinc finger protein 148,0.628049305,0.792406846,0.99977939,0.948765888,0.525851248,0.523715107
A_55_P2005520,Olfr464,olfactory receptor 464,0.70478727,0.784550538,0.877709935,0.479066461,0.350717515,0.52330173
A_55_P2355021,4930435F05Rik,RIKEN cDNA 4930435F05 gene,0.547483111,0.745204525,0.346619193,0.265872706,0.561175811,0.523268369
A_51_P303620,Whrn,whirlin,0,0.168551628,0,0,0.517479046,0.523212676
A_55_P1955009,C130079G13Rik,RIKEN cDNA C130079G13 gene,0.529540079,0,0.829771671,1.047341028,0.418629572,0.523137419
A_55_P1976017,Cnih4,cornichon homolog 4 (Drosophila),0.426772308,0.322626523,0.393191323,0.526179307,0.550085973,0.52313413
A_55_P1969027,Rgs9,regulator of G-protein signaling 9,0,0,0.376036475,0.218559091,0.230215519,0.52311365
A_51_P497100,Lgals4,"lectin, galactose binding, soluble 4",0.036090965,0.570597722,0.899087557,0.548934819,0.250924185,0.523052246
A_66_P123812,Olfr168,olfactory receptor 168,1.055606548,0.174936852,0.773337599,0.632184296,0.347425778,0.523031573
A_52_P514317,Slc35a3,"solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3",0.918555572,0.37280519,0.449853087,0.399615417,0.532372235,0.522992832
A_52_P481686,Wtip,WT1-interacting protein,0.092488937,0.827882972,0.563966622,0.587190109,0.424403105,0.522865403
A_55_P2024431,Gaa,"glucosidase, alpha, acid",0.144752423,0,0,0.349891719,0.319156922,0.522478767
A_55_P2174288,Snap29,synaptosomal-associated protein 29,0.205721922,0.378745952,0.340791254,0.783516163,0.048874328,0.522362982
A_55_P2015092,E430024I08Rik,RIKEN cDNA E430024I08 gene,0.637147775,1.008436095,1.192241115,0.641064515,0.980695728,0.522351069
A_55_P2135153,Lcn13,lipocalin 13,0,0,0,0,0.511682872,0.522224001
A_55_P2049141,Cops7b,"COP9 (constitutive photomorphogenic) homolog, subunit 7b (Arabidopsis thaliana)",0,0.537089482,0.084965636,0.656255525,0.086959861,0.522001849
A_55_P2247420,AI854308,expressed sequence AI854308,0.189139778,0.522330104,0,0.58616414,0.404211985,0.521976026
A_55_P2100954,Ifna12,interferon alpha 12,0,0,0.594871709,0.837968035,0.31822268,0.521579198
A_55_P2167999,Ldlr,low density lipoprotein receptor,0.949985342,0.854609644,0.910998782,0.065486318,1.171395669,0.521313385
A_66_P119876,9230110F15Rik,RIKEN cDNA 9230110F15 gene,0.966028472,1.672123112,1.545442894,0.946840089,0.750197583,0.521306074
A_55_P2057686,Cdc42ep5,CDC42 effector protein (Rho GTPase binding) 5,0,0,0,0.343762333,0,0.521228195
A_66_P111781,4930432M17Rik,RIKEN cDNA 4930432M17 gene,2.875146226,3.211076468,2.999819606,2.902673287,0.374699277,0.521203871
A_55_P2088070,Spata5,spermatogenesis associated 5,0.419095176,0.480096891,0.696174528,0.162493641,0.117983447,0.520814755
A_55_P2054311,M6pr,"mannose-6-phosphate receptor, cation dependent",0.589571344,0.826524263,0.564011212,0.419619181,0.238044585,0.520708622
A_52_P474089,Capn6,calpain 6,0,0.018819904,0,1.00074595,0.514368595,0.520663699
A_55_P1981366,Lamc2,"laminin, gamma 2",1.020107984,1.220881766,1.316428274,0.723340512,0.498299125,0.520250936
A_52_P16016,Olfr384,olfactory receptor 384,1.937683471,0.742524123,1.716849423,1.237086972,0.61656977,0.520209108
A_51_P392055,Olfr1242,olfactory receptor 1242,0.177383187,0.334618028,0.040938398,0,0.164753352,0.520209108
A_55_P2125113,Gm13128,predicted gene 13128,1.086575244,0.118484934,0,0.620109107,0.625783453,0.52020062
A_55_P2198872,AU018794,expressed sequence AU018794,1.365742598,1.535227611,1.061406967,1.276391666,1.576837523,0.519971798
A_55_P2123012,AA667203,expressed sequence AA667203,0.424590273,2.531164257,0.45015556,0.593083876,0.747821291,0.519890361
A_52_P42380,Tmem106c,transmembrane protein 106C,0.236912134,0.546910827,0.061992673,0.912008268,0.587269612,0.519839453
A_52_P579517,Cox10,"COX10 homolog, cytochrome c oxidase assembly protein, heme A: farnesyltransferase (yeast)",0.359179101,0.120320687,0,0.495508506,0.046260449,0.519743527
A_55_P2083186,Gm10024,predicted gene 10024,0.973885147,1.013476794,1.390015695,1.176032667,0.591793275,0.519682799
A_52_P247943,Parl,"presenilin associated, rhomboid-like",0,0,0,0.619965119,0.064189693,0.519666074
A_51_P487547,Ccdc91,coiled-coil domain containing 91,0.569830827,0.363144174,0,0.981268487,1.018171547,0.519592768
A_55_P2095301,LOC100504614,uncharacterized LOC100504614,0.497940765,1.34559305,0.8415865,0.429352701,0.242425306,0.519304196
A_55_P1977014,1700034J04Rik,RIKEN cDNA 1700034J04 gene,0.124201425,0.465853519,1.608436199,0.30613622,0.425589251,0.519201533
A_55_P2180964,4930572G02Rik,RIKEN cDNA 4930572G02 gene,0.569142855,0.56516656,0.318890681,0.641290945,0.742898844,0.519184641
A_55_P1973854,Sema6b,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B",0,0.509591157,0.474863454,0.818593683,0.604204915,0.51849773
A_55_P2027634,Ctu2,cytosolic thiouridylase subunit 2 homolog (S. pombe),0,0.294774667,0,0.594140612,0,0.518049403
A_51_P333349,Tmem120a,transmembrane protein 120A,0.628834821,0.10793782,0.100471442,0.906049262,1.059566642,0.517956644
A_55_P2013177,Baat1,BRCA1-associated ATM activator 1,0.381829699,0.474353436,0.143415434,0,1.844732314,0.517717977
A_51_P488673,Gnb2l1,"guanine nucleotide binding protein (G protein), beta polypeptide 2 like 1",0.103205241,0.767781187,0.2022884,0.4758585,0.325264774,0.517622838
A_52_P236448,Ngfr,"nerve growth factor receptor (TNFR superfamily, member 16)",0,0,0,1.238390741,1.268735101,0.517440871
A_55_P2274961,2610027F03Rik,RIKEN cDNA 2610027F03 gene,0.319570837,0.24776291,1.583513575,1.225733018,0.5486517,0.517399363
